alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa,general_drug_usage
5,1,1,0,6,6,5,2,0,2,0,2,2,1,0,1,2,0,1,37
6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,17
5,1,1,0,6,6,5,1,0,0,0,0,0,1,0,1,1,0,0,28
4,0,0,0,6,6,6,0,0,0,0,0,0,1,0,1,6,0,0,30
6,5,0,3,6,5,6,2,0,2,1,0,0,3,0,2,5,0,0,46
6,2,2,0,6,6,4,2,0,2,0,0,2,2,0,2,6,0,2,44
5,2,0,2,6,6,6,2,1,3,1,0,3,2,0,2,6,0,1,48
1,1,1,2,6,6,5,0,0,0,0,0,0,0,2,2,6,0,0,32
3,1,2,2,4,3,6,0,0,3,0,2,3,2,0,3,2,0,0,36
6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,19
6,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,0,1,30
3,2,2,2,4,6,5,0,0,0,0,0,2,0,0,0,6,0,0,32
4,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0,17
5,2,2,0,6,5,5,3,0,5,0,3,3,0,0,0,5,0,0,44
5,0,3,0,6,3,6,0,0,4,0,3,3,0,0,0,2,0,0,35
3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,0,24
5,2,3,2,3,6,6,2,0,2,0,3,3,3,0,2,5,0,0,47
3,0,0,6,3,6,4,0,0,0,0,0,3,0,0,3,3,0,0,31
4,3,0,2,5,3,5,2,0,3,0,0,3,3,0,0,0,0,0,33
6,5,2,0,6,6,4,0,0,3,0,0,3,4,0,3,5,0,0,47
5,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,5,0,0,27
5,3,0,6,6,6,4,3,3,2,2,0,2,3,3,3,6,0,2,59
3,0,0,3,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,30
5,1,0,4,4,6,5,2,0,0,0,2,2,2,0,3,6,0,1,43
5,2,0,0,5,6,4,0,0,0,0,0,0,0,0,0,6,0,0,28
5,1,2,0,6,2,5,2,0,2,0,1,0,1,0,1,1,0,0,29
6,4,3,5,6,6,6,2,0,3,2,2,3,2,0,3,6,0,1,60
4,2,1,0,6,6,6,2,0,0,0,0,0,1,0,1,1,0,1,31
1,1,0,1,6,6,5,1,0,0,1,0,0,1,0,1,1,0,1,26
5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,18
4,3,0,1,6,6,6,4,0,4,0,0,0,1,0,1,6,0,0,42
5,2,3,3,6,5,6,4,0,5,0,4,3,4,0,3,3,0,0,56
6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,28
5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,19
4,0,0,0,3,3,5,0,0,3,0,0,0,4,0,4,0,0,0,26
6,2,2,2,6,6,5,2,2,2,2,2,0,4,2,6,6,2,2,61
5,1,1,0,6,1,6,0,0,1,0,0,0,1,0,1,2,0,1,26
4,4,2,0,4,5,4,0,0,3,0,0,5,0,0,3,0,0,0,34
6,0,2,0,6,5,5,3,0,3,0,0,3,0,0,0,5,0,0,38
5,2,2,3,6,6,5,0,0,0,0,0,2,1,0,1,6,0,0,39
6,3,3,3,5,6,5,3,0,3,0,3,3,0,0,3,6,0,0,52
4,3,2,3,6,5,5,4,0,5,2,3,3,4,3,3,6,0,2,63
6,2,5,0,6,3,6,4,0,4,0,5,0,1,0,0,5,0,0,47
5,2,0,0,6,2,5,2,0,2,0,2,2,2,0,0,2,0,0,32
4,0,0,3,6,6,6,0,0,6,0,3,4,5,3,5,3,0,0,54
6,2,0,0,6,6,4,3,0,4,0,0,3,4,0,4,6,0,2,50
5,3,2,3,6,6,5,3,0,4,0,4,4,5,0,4,6,0,0,60
6,1,0,1,6,1,6,0,0,0,0,0,0,1,0,1,1,0,1,25
5,0,1,2,5,1,4,0,0,2,0,0,2,1,0,0,3,0,1,27
1,0,0,0,0,6,6,0,0,0,0,0,2,0,6,0,0,0,0,21
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,18
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
4,0,2,2,6,6,6,2,0,3,0,2,3,0,0,0,5,0,0,41
2,6,2,3,6,6,6,2,2,2,0,2,0,2,0,2,0,0,0,43
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
5,0,1,1,6,2,5,2,0,0,0,0,0,0,0,0,2,0,1,25
6,2,0,0,6,3,6,3,0,2,0,0,0,0,0,0,6,0,1,35
6,3,0,5,3,5,4,3,0,4,0,0,4,0,0,3,6,0,0,46
5,2,2,0,6,2,5,2,0,2,0,0,2,0,0,2,2,0,0,32
4,1,1,2,6,5,5,2,0,1,0,0,3,3,0,2,4,0,0,39
5,4,3,3,6,2,5,3,0,3,3,4,4,4,3,4,6,0,0,62
5,0,2,0,5,2,5,0,0,0,0,0,2,0,0,0,0,0,0,21
6,6,0,0,5,6,5,0,0,6,0,0,0,0,0,0,6,0,0,40
3,3,0,5,6,6,5,3,3,3,0,0,4,0,3,3,6,0,0,53
6,0,2,2,6,3,3,2,2,3,0,3,4,3,6,0,6,0,0,51
6,2,2,2,6,3,6,3,0,3,3,2,5,0,3,3,5,0,3,57
6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,24
6,6,2,4,5,6,5,2,0,6,0,2,6,3,0,2,3,0,0,58
5,0,0,2,5,3,0,3,3,2,0,0,0,0,0,3,5,0,2,33
5,0,2,0,4,5,3,2,0,3,0,2,2,3,0,3,4,0,0,38
4,2,3,2,6,6,5,2,0,3,0,0,3,5,2,4,6,0,0,53
6,3,0,6,6,1,5,3,3,3,2,0,2,4,6,2,6,0,3,61
6,2,3,6,6,6,6,3,0,2,2,3,4,2,3,3,6,0,3,66
4,6,0,6,6,6,6,3,0,0,0,0,0,0,0,3,6,0,0,46
6,2,2,3,6,2,6,0,0,1,0,0,0,1,0,1,2,0,1,33
3,3,0,0,3,3,6,0,0,3,0,5,5,3,0,0,5,0,0,39
0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,16
6,5,3,3,6,6,5,3,0,3,1,6,6,2,1,5,1,0,2,64
1,1,0,6,4,6,3,1,1,0,1,0,0,1,6,1,6,0,1,39
4,2,0,2,6,4,5,0,0,4,2,2,2,5,2,2,6,0,0,48
4,0,0,0,6,6,5,0,0,0,0,5,0,4,0,2,6,0,0,38
3,6,0,6,6,5,5,2,2,2,3,0,0,2,6,2,6,0,0,56
6,4,0,6,6,6,0,3,3,2,0,0,2,0,0,2,2,0,0,42
4,6,0,5,5,6,6,3,0,3,0,5,3,5,0,5,4,0,0,60
5,3,1,0,6,6,5,2,0,4,1,2,6,3,0,5,1,0,1,51
4,3,0,0,3,3,3,3,0,2,2,0,3,2,3,2,3,0,0,36
6,0,0,5,6,5,5,1,0,0,0,0,0,0,0,0,6,0,0,34
3,3,0,2,6,4,3,4,2,3,2,2,3,3,3,0,4,0,3,50
6,3,0,3,3,6,5,0,0,3,0,0,3,3,0,2,3,0,0,40
6,5,0,4,5,3,5,3,0,3,0,0,0,3,0,0,2,0,0,39
4,2,0,3,5,5,5,0,0,3,0,0,3,3,0,2,3,0,0,38
3,3,2,3,4,6,5,3,0,3,0,3,4,3,0,3,6,0,2,53
6,1,2,1,6,2,3,2,2,2,1,0,2,1,0,2,6,0,1,40
5,0,2,0,5,0,6,5,0,5,0,0,5,0,0,0,0,0,0,33
3,0,0,0,6,5,5,0,0,0,0,0,3,0,0,0,0,0,0,22
5,3,5,3,6,5,6,0,0,3,0,2,3,3,0,3,5,0,5,57
5,3,4,3,6,3,5,0,0,0,0,5,5,0,4,0,4,0,2,49
5,5,3,3,6,5,6,3,2,3,3,4,5,5,3,3,3,0,3,70
5,2,3,0,6,0,6,4,0,5,0,3,5,2,0,0,0,0,1,42
6,1,2,0,6,6,5,0,0,2,0,2,2,3,0,3,6,0,0,44
3,3,0,0,6,6,4,5,0,5,0,0,3,5,0,4,2,0,0,46
3,6,0,5,5,6,4,4,3,4,5,3,5,4,3,5,6,0,0,71
5,3,2,0,4,5,6,2,0,3,0,0,2,0,0,0,5,0,2,39
6,3,0,3,6,4,6,4,0,0,0,0,0,0,5,0,6,0,0,43
5,2,1,1,6,6,5,3,1,5,1,1,3,1,1,1,5,0,0,48
4,3,0,3,6,4,6,3,0,4,0,0,6,3,3,3,3,0,0,51
3,5,2,2,6,6,5,2,0,2,0,2,3,2,2,2,2,0,1,47
5,4,0,3,6,5,6,0,0,3,0,0,4,0,0,0,5,0,5,46
6,6,1,0,6,4,5,3,0,0,3,0,6,2,0,0,6,0,0,48
5,2,0,3,6,2,4,1,1,1,0,0,2,2,2,2,6,0,1,40
6,4,3,6,6,2,4,6,4,4,6,5,4,5,0,5,6,0,0,76
2,6,0,6,6,3,4,3,2,2,3,3,0,2,3,3,6,0,1,55
5,0,0,0,6,6,5,0,0,0,0,0,2,3,0,4,3,0,0,34
6,0,0,5,6,3,5,3,0,0,0,0,0,0,4,0,6,0,0,38
3,3,0,3,6,3,6,3,0,0,3,0,0,0,3,0,6,0,2,41
5,0,0,0,4,4,4,3,0,3,0,3,3,0,0,0,6,0,0,35
3,0,0,0,3,4,4,0,0,5,0,3,3,3,0,4,0,0,3,35
6,4,1,2,6,3,6,3,2,3,1,0,4,1,3,1,4,0,0,50
4,0,0,4,6,5,4,3,0,0,3,5,6,0,0,3,6,0,3,52
3,2,0,2,6,2,5,2,2,2,5,0,3,2,3,0,6,0,2,47
5,3,4,0,6,6,6,3,0,3,0,0,4,3,0,3,6,0,2,54
5,2,0,6,5,5,4,3,5,3,3,3,2,2,3,2,6,0,2,61
3,0,0,0,1,5,5,0,0,3,3,3,4,3,0,4,0,0,0,34
4,3,2,4,4,5,4,2,1,2,3,1,2,2,1,2,3,0,1,46
5,2,3,5,6,6,5,2,0,4,0,4,6,0,0,2,5,0,1,56
3,0,0,0,6,4,5,0,0,3,0,0,0,5,0,5,4,3,0,38
5,4,0,0,6,2,4,4,0,3,0,3,2,3,0,3,3,0,3,45
6,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,0,23
4,0,0,0,6,6,4,0,0,4,0,0,3,5,5,3,6,0,0,46
5,0,0,0,6,6,6,0,0,0,0,0,5,5,0,4,6,0,4,47
5,6,0,5,6,5,6,0,0,2,0,0,0,0,4,0,6,0,0,45
6,2,0,4,6,6,6,6,5,5,6,0,3,5,6,2,2,0,0,70
3,6,0,4,6,6,5,4,3,6,4,3,6,4,5,4,0,0,0,69
6,2,0,4,6,3,4,0,0,0,0,0,0,0,0,0,4,0,0,29
5,3,0,0,3,3,6,0,0,5,0,0,0,4,0,0,0,0,0,29
4,3,0,0,6,4,6,0,0,3,0,0,0,5,0,0,4,0,0,35
6,6,2,0,6,5,5,3,0,3,0,0,2,0,0,0,5,0,0,43
4,0,0,0,6,3,6,0,0,0,0,0,3,0,0,0,5,0,0,27
6,3,1,5,6,6,5,1,0,5,0,1,5,5,0,3,3,0,0,55
6,6,1,4,4,1,4,1,0,0,0,0,0,1,0,1,1,0,1,31
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,20
6,3,0,2,6,6,6,4,0,4,0,2,3,3,2,3,6,0,2,58
4,0,4,0,6,4,4,0,0,4,0,0,4,4,0,4,0,0,0,38
3,6,3,2,6,2,4,2,0,2,0,2,0,0,0,0,5,0,3,40
4,0,0,0,4,4,3,0,0,0,0,0,0,6,0,4,0,0,5,30
6,0,0,0,6,3,6,0,0,4,0,4,5,3,0,3,6,0,2,48
5,6,2,5,6,5,5,3,2,3,3,2,3,3,6,3,6,0,2,70
4,4,0,0,6,6,5,0,0,0,0,0,3,0,0,0,4,0,3,35
3,2,0,3,5,6,4,2,0,4,0,0,3,3,0,3,0,0,0,38
6,1,0,4,6,3,4,1,0,0,1,1,0,1,0,0,1,0,0,29
5,0,0,2,4,4,6,0,0,3,0,0,3,0,3,3,4,0,2,39
6,0,0,5,6,2,6,0,0,0,0,0,4,0,6,0,0,0,0,35
2,6,0,0,5,2,6,2,0,3,0,0,0,0,0,2,6,0,0,34
3,6,2,6,6,3,4,4,2,3,4,4,0,3,2,5,6,0,1,64
6,6,0,6,6,6,6,3,3,2,0,0,0,3,0,5,3,0,2,57
4,0,0,0,6,6,6,1,0,0,0,0,2,1,0,3,0,0,0,29
5,0,2,0,6,5,5,0,0,0,0,0,0,0,0,4,6,0,1,34
0,2,0,0,6,6,6,0,0,3,0,0,3,3,3,4,0,0,0,36
2,2,0,2,6,2,6,2,2,2,2,2,3,2,2,2,3,0,2,44
5,5,0,6,6,6,5,2,0,2,2,2,3,2,4,2,3,0,0,55
5,0,0,0,6,4,6,0,0,3,0,0,0,3,2,3,4,0,0,36
5,4,2,3,5,5,5,5,4,3,5,2,0,2,4,2,6,0,1,63
2,3,2,0,2,6,2,2,0,3,0,3,3,3,0,3,6,0,0,40
5,5,0,3,4,5,6,5,0,3,3,3,0,2,6,3,6,0,0,59
4,6,3,6,6,4,6,5,5,4,6,4,0,2,6,3,6,0,0,76
5,5,0,4,6,6,4,3,0,5,0,0,4,0,3,3,4,0,0,52
3,6,0,6,4,2,5,2,0,2,2,2,2,2,0,0,6,0,0,44
6,0,0,0,6,6,6,0,0,3,0,2,5,2,0,2,6,0,0,44
6,2,2,2,3,6,4,4,2,2,0,2,2,4,2,2,4,0,0,49
0,0,0,0,5,6,5,0,0,0,0,0,3,5,2,3,5,0,0,34
6,1,4,4,6,6,5,4,0,3,0,0,6,1,3,2,6,0,1,58
5,0,0,0,6,4,5,0,0,5,0,0,0,0,0,0,0,0,0,25
5,5,0,5,2,4,4,4,0,3,0,3,5,2,4,3,5,0,0,54
6,3,0,0,6,6,4,0,0,6,0,0,3,0,0,0,6,0,0,40
5,3,0,0,5,5,4,0,0,2,0,0,3,3,4,4,4,0,0,42
3,1,2,2,6,3,6,2,0,2,1,2,3,1,1,1,6,0,0,42
6,2,2,2,6,2,6,2,1,2,2,2,2,4,2,4,3,0,0,50
5,4,0,5,6,5,6,4,0,4,0,0,5,0,6,0,6,0,4,60
5,0,0,2,6,5,5,2,0,0,0,0,0,1,0,2,2,0,0,30
4,0,0,2,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0,26
5,6,2,5,6,3,4,4,0,0,0,0,0,0,4,3,6,0,0,48
5,6,0,4,6,6,6,3,0,5,0,0,4,5,0,4,6,0,3,63
3,5,1,2,5,4,5,2,2,0,4,0,6,1,6,1,1,0,0,48
5,3,0,0,5,4,6,0,0,4,0,2,6,0,0,0,2,0,0,37
5,3,0,0,6,6,5,3,0,4,0,0,0,3,0,5,5,0,0,45
6,6,2,6,6,3,3,2,0,2,0,0,2,0,3,3,3,0,0,47
5,4,0,4,5,6,5,5,0,5,4,4,4,4,4,4,5,0,3,71
4,6,1,2,6,4,6,1,5,1,3,0,0,1,6,1,1,0,1,49
2,2,0,2,6,2,5,2,2,0,2,2,2,2,3,2,2,0,2,40
6,3,0,4,6,6,4,3,0,3,2,0,3,3,3,2,6,0,0,54
5,6,4,6,6,5,4,0,0,3,0,0,6,0,0,0,5,0,4,54
4,2,0,5,6,5,5,0,0,2,0,0,5,2,0,4,6,0,0,46
4,0,3,0,6,5,5,0,0,5,0,0,2,0,0,3,4,0,0,37
6,3,2,4,6,5,5,4,0,4,0,5,4,4,0,4,0,0,0,56
5,0,0,0,5,6,4,2,0,4,0,0,2,3,0,3,2,0,0,36
5,0,0,0,4,4,5,0,0,0,0,0,0,5,0,3,0,0,0,26
4,3,3,3,6,4,5,4,0,4,0,0,3,4,0,3,4,0,3,53
5,6,2,6,6,5,5,4,2,4,3,5,0,3,3,4,6,0,1,70
3,3,0,0,4,2,5,3,0,3,0,0,3,3,0,0,3,0,0,32
4,4,2,4,6,4,4,2,2,2,2,2,4,4,3,4,2,0,5,60
6,3,2,2,6,3,4,2,0,2,1,0,6,0,0,2,2,0,3,44
5,3,0,3,3,3,4,0,0,0,0,0,3,3,0,3,5,0,2,37
4,2,3,0,6,6,6,3,0,3,0,2,3,0,0,0,6,0,0,44
5,4,3,6,6,6,6,3,2,4,0,3,4,5,0,3,6,0,2,68
6,0,0,0,6,6,6,0,0,0,0,0,3,0,0,0,6,0,0,33
6,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,4,0,3,27
5,6,4,6,6,4,5,5,5,4,4,5,5,2,5,3,6,0,0,80
5,0,0,2,6,5,6,0,0,4,0,0,6,0,0,0,6,0,0,40
6,2,0,2,5,4,5,2,2,2,6,2,0,2,3,2,6,0,2,53
4,6,4,4,6,6,5,3,0,3,3,0,4,3,6,4,6,0,0,67
6,0,0,0,6,2,6,0,0,0,0,0,6,0,3,0,1,0,0,30
2,3,0,6,6,6,6,5,0,4,6,0,3,4,5,3,2,0,0,61
5,2,2,0,6,6,6,2,0,3,0,0,0,3,0,2,3,0,1,41
4,5,2,0,6,1,5,3,0,0,0,0,1,3,0,0,0,0,0,30
5,4,0,4,6,6,4,3,0,3,0,0,3,3,3,4,6,0,0,54
5,5,3,6,4,5,5,3,0,0,3,0,0,3,6,2,0,0,0,50
6,0,0,6,3,6,5,3,0,5,0,0,3,3,4,2,3,0,0,49
4,4,0,4,5,4,5,4,0,3,5,0,0,0,6,2,6,0,0,52
4,0,0,2,6,5,4,0,0,0,0,0,6,0,0,0,4,0,0,31
3,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20
5,0,0,0,6,6,3,0,0,5,0,0,0,4,0,0,5,0,0,34
5,4,0,5,6,6,6,3,1,1,0,0,2,0,5,1,6,0,0,51
6,6,0,4,5,4,5,0,0,2,3,0,6,2,6,2,4,0,0,55
4,3,0,3,3,3,6,2,3,2,4,2,3,0,3,0,2,0,0,43
3,0,0,0,6,4,6,0,0,0,0,0,5,0,0,0,3,0,0,27
6,4,2,3,6,6,4,5,0,5,5,4,3,5,3,5,6,0,0,72
5,0,0,5,6,2,6,0,0,0,1,0,3,0,3,2,6,0,0,39
6,4,0,2,4,6,6,3,0,4,0,3,4,4,3,4,6,0,3,62
3,4,0,2,6,6,6,2,2,2,0,0,4,5,6,3,6,0,2,59
3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,5,0,0,0,23
3,0,0,3,6,3,5,2,3,2,2,2,4,0,6,2,6,0,3,52
3,3,0,3,6,6,5,3,2,2,3,3,5,3,6,0,6,0,2,61
5,2,0,0,5,6,4,0,0,3,0,0,3,4,0,5,5,0,2,44
5,0,0,3,5,5,6,1,0,2,0,0,3,2,3,4,2,0,2,43
4,1,0,3,6,6,5,0,0,3,0,0,3,0,0,3,6,0,0,40
4,5,4,3,6,6,5,4,0,4,0,3,0,0,0,0,6,0,2,52
3,2,3,0,6,6,6,2,0,3,0,2,0,1,0,0,3,0,0,37
4,2,0,1,6,2,5,1,0,1,1,4,2,2,0,2,6,0,0,39
3,2,0,6,6,3,6,2,2,2,4,0,6,2,6,2,6,0,2,60
5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,20
5,3,3,4,5,6,4,5,3,3,4,3,3,3,2,4,6,0,2,68
4,0,0,0,6,5,6,2,0,5,0,0,3,4,2,4,5,0,0,46
3,5,2,5,5,5,6,3,0,5,0,3,5,5,2,4,5,0,0,63
6,0,0,0,5,6,4,4,0,4,0,3,3,3,0,3,6,0,0,47
5,0,2,0,5,6,6,3,0,3,0,3,3,3,0,0,5,0,0,44
6,0,0,0,3,4,4,0,0,0,0,0,4,4,0,3,3,0,0,31
5,3,4,0,5,5,5,2,0,2,0,0,3,4,2,3,6,0,1,50
4,2,0,3,5,6,4,4,2,5,0,5,4,6,0,6,6,0,2,64
3,3,0,6,6,6,6,6,0,2,4,0,0,2,3,2,0,0,0,49
3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,0,49
4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,0,32
4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,0,2,59
6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,0,48
2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,0,1,29
5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,0,39
6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,0,3,55
3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,0,39
5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,0,59
5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,0,2,28
0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0,19
4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,0,2,61
5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,0,34
6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,0,54
5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,0,28
5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,26
5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,0,39
5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,0,51
5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,0,50
5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,0,1,67
5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,0,45
5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,0,48
5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,0,3,58
4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,0,1,35
5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,0,3,47
6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,0,30
6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,0,1,39
5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,0,51
6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,0,54
6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,0,48
6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,0,43
5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,0,30
1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,8
0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0,41
5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,0,52
6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,0,43
4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,0,1,43
4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,0,3,54
6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,0,2,66
5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,0,4,57
6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,0,2,56
5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,0,46
5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,0,59
4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,0,48
4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,0,54
5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,0,2,61
6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,0,2,67
5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,0,62
3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,0,1,35
5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0,48
5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,0,3,60
5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0,48
5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,0,5,53
6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0,37
3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0,40
4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,0,53
5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,0,30
5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,0,58
4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,0,31
3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,0,29
5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,0,3,40
5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,0,4,52
3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,3,22
4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,0,29
6,6,2,2,4,3,6,1,0,1,0,0,3,2,0,2,6,0,3,47
5,6,0,4,4,3,3,0,0,4,0,5,5,0,0,0,3,0,0,42
6,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0,28
6,0,0,3,6,6,6,2,0,4,0,0,3,0,0,0,4,0,0,40
6,6,0,6,5,4,5,3,3,0,2,0,6,2,6,2,6,0,4,66
5,4,0,6,6,5,6,3,0,3,0,4,3,3,3,3,6,0,0,60
5,3,0,3,6,3,4,3,3,3,2,3,6,3,2,5,6,0,0,60
1,6,1,6,6,4,6,1,1,5,1,0,6,1,6,2,6,0,0,59
6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3,3,0,0,28
6,4,0,3,6,6,5,2,2,2,2,5,6,3,5,4,3,0,0,64
5,0,0,0,6,3,4,4,0,0,0,0,0,0,0,2,3,0,0,27
0,4,1,2,6,6,5,2,0,6,0,5,4,6,0,2,0,0,1,50
3,6,0,0,6,5,5,3,0,0,5,0,4,0,0,0,6,0,0,43
6,3,0,3,5,6,4,0,0,0,0,0,4,0,2,3,3,0,2,41
5,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,16
5,0,0,0,4,5,4,0,0,0,0,0,6,4,0,4,2,0,0,34
6,4,0,0,6,5,4,0,0,0,0,0,4,0,5,0,4,0,0,38
4,6,0,5,6,3,5,0,0,3,0,0,3,3,3,3,3,0,3,50
5,0,0,0,2,4,4,0,0,0,0,0,3,0,0,0,3,0,0,21
2,0,2,2,6,2,6,0,0,2,2,0,0,2,2,2,0,0,2,32
5,2,2,2,6,3,4,1,1,3,1,1,0,1,0,1,5,0,1,39
5,3,0,0,5,6,6,0,0,3,0,0,2,4,4,4,4,0,5,51
5,2,2,3,6,2,6,2,0,2,0,2,0,2,0,2,5,0,2,43
3,4,0,0,6,6,6,0,0,0,0,0,4,0,0,0,5,0,0,34
3,2,1,3,3,2,4,2,1,2,2,0,2,1,1,1,6,0,1,37
6,3,0,0,6,6,6,3,0,0,0,0,2,3,0,3,3,0,0,41
6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,0,1,46
6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,0,45
6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,0,2,61
4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,0,1,39
6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,0,29
5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,0,3,30
6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,0,3,60
6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,0,1,30
